"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","have compassion for our gop friends. Trump could have run as a dem then we would have to be the ones to cross party lines to vote republican",FALSE,0,NA,2016-10-20 10:10:31,FALSE,NA,"789046128364879872",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Cogsollah",0,FALSE,FALSE,NA,NA
"2","RT @iJesseWilliams: ""Mr. Trump, HOW would you secure our southern border?"" 
Trump: ""We have to secure the border.""
""How tho?""
Trump: ""We ha<U+2026>",FALSE,0,NA,2016-10-20 10:10:31,FALSE,NA,"789046127857250304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saucygalriri",12713,TRUE,FALSE,NA,NA
"3","RT @activist360: In Trump, we just witnessed the most unqualified presidential candidate in the history of American presidential politics.<U+2026>",FALSE,0,NA,2016-10-20 10:10:31,FALSE,NA,"789046127618355201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","candacelhouston",427,TRUE,FALSE,NA,NA
"4","RT @the_blueprint: because wikileaks exists to advance the personal politics of its creator, who<U+2019>s pro-trump. https://t.co/3PbZBXqXqv",FALSE,0,NA,2016-10-20 10:10:31,FALSE,NA,"789046127593156608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lemmi85",8,TRUE,FALSE,NA,NA
"5","News Analysis: Hillary Clinton, Mocking and Taunting in Debate, Turns the Tormentor https://t.co/JP3TnEREdU",FALSE,0,NA,2016-10-20 10:10:31,FALSE,NA,"789046127463051264",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","marysmith1118",0,FALSE,FALSE,NA,NA
"6","RT @lesknopes: rt if you're gay and hate donald trump. it's for science",FALSE,0,NA,2016-10-20 10:10:31,FALSE,NA,"789046127400259584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elliiexandrews",15,TRUE,FALSE,NA,NA
"7","RT @BraddJaffy: <U+201C>He may as well have laid down in his own coffin with a hammer &amp; nail &amp; pounded it in himself<U+201D> <U+2014>@NicolleDWallace on Trump e<U+2026>",FALSE,0,NA,2016-10-20 10:10:31,FALSE,NA,"789046127245029376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kalyto75",860,TRUE,FALSE,NA,NA
"8","<U+039F><U+03B9> <U+03C0><U+03B1><U+03BB><U+03B1><U+03B9><U+03CC><U+03C4><U+03B5><U+03C1><U+03B5><U+03C2> <U+03B4><U+03B7><U+03BB><U+03CE><U+03C3><U+03B5><U+03B9><U+03C2> <U+03C4><U+03B7><U+03C2> <U+0399><U+03B2><U+03AC><U+03BD><U+03BA><U+03B1> <U+03A4><U+03C1><U+03B1><U+03BC><U+03C0> <U+03B3><U+03B9><U+03B1> <U+03C0><U+03AD><U+03B7> <U+03BC><U+03B9><U+03B3><U+03AC><U+03B4><U+03C9><U+03BD>! #trump https://t.co/cvBEN4ZMjw",FALSE,0,NA,2016-10-20 10:10:31,FALSE,NA,"789046127152730112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","politis_news",0,FALSE,FALSE,NA,NA
"9","RT @BraunDuinIt: ""And they actually fact checked, and they said I was right!""  -Trump, upon earning a gold star for first factually accurat<U+2026>",FALSE,0,NA,2016-10-20 10:10:31,FALSE,NA,"789046126838095873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FadeToBlack1183",8,TRUE,FALSE,NA,NA
"10","@realDonaldTrump @FrankLuntz 

Elect Trump and make America Great",FALSE,0,"realDonaldTrump",2016-10-20 10:10:31,FALSE,"788955427975393281","789046126783717376","25073877","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ToniStarglitter",0,FALSE,FALSE,NA,NA
"11","RT @LyleMcDouchebag: Donald Trump is such a Hillary Clinton.",FALSE,0,NA,2016-10-20 10:10:31,FALSE,NA,"789046126645276674",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hodgeemoniana",77,TRUE,FALSE,NA,NA
"12","RT @ChatRevolve: LOOK at what the Haitians are saying about #HillaryClinton Little Haiti in Florida Mr Trump was right. The Clinton Foundat<U+2026>",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046126536077312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RCAFRAF",3155,TRUE,FALSE,NA,NA
"13","RT @DVATW: US presidential debate: Trump won't commit to accept poll result gushes BBC. A bit like it won't accept #Brexit??? https://t.co/<U+2026>",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046126179708928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FastComm",47,TRUE,FALSE,NA,NA
"14","RT @OnionPolitics: Trump: <U+2018>Nukes Love Me' #debatenight",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046126011744261",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Angel__Moreno__",293,TRUE,FALSE,NA,NA
"15","RT @michelle4trump: Hillary's reaction to Trump pointing out that she takes money from countries who persecute gays was to laugh. That says<U+2026>",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046125730865153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aarondecker01",1029,TRUE,FALSE,NA,NA
"16","RT @JamillaTweets: A billboard in Arabic has been put up in Michigan which says ""Donald Trump can't read this but it still scares him"" http<U+2026>",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046125718147072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pexxaaa",65850,TRUE,FALSE,NA,NA
"17","RT @michellemalkin: #RIGGEDSYSTEM YES! Trump calls out Loretta Lynch and Bill Clinton meeting on the tarmac. Huge applause from audience. D<U+2026>",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046125596647424",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jenniemacbrown",2151,TRUE,FALSE,NA,NA
"18","RT @natnewswatch: Analysis: Trump needed debate reset, instead riles GOP | National Newswatch https://t.co/3HI3Ev2ew8",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046125357633536",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","Belgraves",1,TRUE,FALSE,NA,NA
"19","RT @StephenAtHome: Trump says Clinton's tax plan would double everyone's taxes. Which in Trump's case would still be zero.",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046124741025792",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","sforslev",2851,TRUE,FALSE,NA,NA
"20","Eminem launches anti-Trump track Campaign Speech -  https://t.co/Rnl8NeMhrM launches anti-Trump track Campaign SpeechEminem launches...",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046124531318784",NA,"<a href=""http://almost-freeprod.com"" rel=""nofollow"">my twitter poster</a>","lou_hou",0,FALSE,FALSE,NA,NA
"21","RT @TEN_GOP: Crowd chanting ""DONALD TRUMP"" right behind @CNN pundits.<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

They are sick of the media lies!
#debatenight  #TrumpWon https://t.<U+2026>",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046124506025984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mmdrew2010",970,TRUE,FALSE,NA,NA
"22","RT @LisaBloom: Trump won't accept election results, because it will be women who vote Clinton in. And when women reject Trump, he just grab<U+2026>",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046124137046016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bernicelord",199,TRUE,FALSE,NA,NA
"23","RT @FrankLuntz: Trump's top point was hitting $6 billion lost by Hillary's State Dept.

""If he spent the whole election doing this, he'd ha<U+2026>",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046124061532160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tessa091201",2367,TRUE,FALSE,NA,NA
"24","RT @jorgeramosnews: Lo que dijo Trump sobre inmigracion es la mejor manera de perder el voto Latino. (Dijo ""bad hombres"" al referirse a alg<U+2026>",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046123986030592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Enio91763768",690,TRUE,FALSE,NA,NA
"25","RT @shonfaye: Friendly reminder that Paris Hilton grew her inherited wealth at 5 times the rate and 3 times faster than Donald Trump",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046123918942208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","THEStaceyFace",10269,TRUE,FALSE,NA,NA
"26","RT @SputnikInt: 'Thank you America!': @realDonaldTrump claims victory in final round of #Debates2016 https://t.co/UE8f7NaNoC #USelection201<U+2026>",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046123667263492",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","andreassoridis",2,TRUE,FALSE,NA,NA
"27","RT @dawngpsalm63: #Trump is the only one who is fighting for #USA future. He will fight for #Christians rights &amp; reform immigration https:/<U+2026>",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046123201638400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dtalley1952",1399,TRUE,FALSE,NA,NA
"28","RT @TEN_GOP: Crowd chanting ""DONALD TRUMP"" right behind @CNN pundits.<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

They are sick of the media lies!
#debatenight  #TrumpWon https://t.<U+2026>",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046123122028544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheJocraM",970,TRUE,FALSE,NA,NA
"29","Donald Trump's Final Insult To American Democracy https://t.co/l9hrVZCrbA",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046123067502592",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","RiskyLiberal",0,FALSE,FALSE,NA,NA
"30","RT @GeorgeTakei: Trump: ""A vote for her is a vote for four more years of Barack Obama."" Best. Reason. To. Vote. Ever.",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046122954297345",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","PaulHawkins66",3064,TRUE,FALSE,NA,NA
"31","RT @AdelAliBinAli: #Trump  defeated himself 
#Clinton 
#debatenight https://t.co/jCghDvcVkh",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046122526470144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","my_my_11",1012,TRUE,FALSE,NA,NA
"32","RT @DontStalkRegina: @FrankLuntz @seanhannity @CBSNews trump. But both have had a lot to lose. I don't believe her, I think everything she<U+2026>",FALSE,0,NA,2016-10-20 10:10:30,FALSE,NA,"789046122446741504",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MikeFlynnII",1,TRUE,FALSE,NA,NA
"33","@jigglett @holenewman @LBC He now is saying Trump opposing Islamic immigration is because they have ""brown"" skin lol ...(shakes head)",FALSE,0,"jigglett",2016-10-20 10:10:30,FALSE,"789043434090790912","789046122425774080","219030370","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TippersSimon",0,FALSE,FALSE,NA,NA
"34","#Bigly or #Bigleague? That is the question!  #Trump #Debate #Hombre",FALSE,0,NA,2016-10-20 10:10:29,FALSE,NA,"789046122304118785",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","MikkiAngelo8",0,FALSE,FALSE,NA,NA
"35","RT @jacquelinefox_: trump and hillary kinda look like brother and sister",FALSE,0,NA,2016-10-20 10:10:29,FALSE,NA,"789046121788239873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ravieminhas",7,TRUE,FALSE,NA,NA
"36","RT @ByTierraSmith: Donald Trump Really Needs To Quit Saying 'The African Americans' https://t.co/ymyHbVWA4Y",FALSE,0,NA,2016-10-20 10:10:29,FALSE,NA,"789046121687502848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zenokid",1,TRUE,FALSE,NA,NA
"37","RT @NubianAwakening: Interview with Donna ""the Victim"" Brazile over the revelation that protestors were paid to incite violence at Trump ra<U+2026>",FALSE,0,NA,2016-10-20 10:10:29,FALSE,NA,"789046121586892800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FLMENFORTRUMP",565,TRUE,FALSE,NA,NA
