"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Trump: "" es tan d<U+00E9>bil que Filipinas se marcha con China y Rusia"" https://t.co/2cVExcUpej",FALSE,0,NA,2016-10-22 08:25:16,FALSE,NA,"789744418844737536",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","albavillagomez4",0,FALSE,FALSE,NA,NA
"2","RT @AdamParkhomenko: Donald Trump still hasn't apologized to this family after attacking them. That in and of itself is disqualifying. http<U+2026>",FALSE,0,NA,2016-10-22 08:25:16,FALSE,NA,"789744418819600384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Anais126",284,TRUE,FALSE,NA,NA
"3","Donald Trump vs The Establishment https://t.co/DJFtBrUVRG via @YouTube",FALSE,0,NA,2016-10-22 08:25:16,FALSE,NA,"789744418056265728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","neontrump",0,FALSE,FALSE,NA,NA
"4","https://t.co/BnPBN4FGNh",FALSE,0,NA,2016-10-22 08:25:16,FALSE,NA,"789744417783574528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KatriKaukio",0,FALSE,FALSE,NA,NA
"5","Trump: ""Vai ser uma surpresa muito maior que o Brexit"" https://t.co/xEMkUDlTlZ",FALSE,0,NA,2016-10-22 08:25:16,FALSE,NA,"789744417754054656",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","vonivar",0,FALSE,FALSE,NA,NA
"6","RT @CNNPolitics: Donald Trump on Herman Cain's sexual harassment accusers in 2011: They're doing it for fame https://t.co/hAPJaLgrKp https:<U+2026>",FALSE,0,NA,2016-10-22 08:25:16,FALSE,NA,"789744416810414080",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","onthetrail2016",32,TRUE,FALSE,NA,NA
"7","RT @bakedalaska: this is the REAL donald trump

the mainstream media doesn't want you to see <U+203C><U+FE0F>
https://t.co/fWxKydUPfs",FALSE,0,NA,2016-10-22 08:25:15,FALSE,NA,"789744415191408640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ActualBG",30345,TRUE,FALSE,NA,NA
"8","RT @carrieffisher: I thought Trump couldn't b on cocaine because he's overweight, but a friend suggested he might ordinarily weigh much mor<U+2026>",FALSE,0,NA,2016-10-22 08:25:15,FALSE,NA,"789744413937459200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mrs_Withey",998,TRUE,FALSE,NA,NA
"9","@mitchellvii Trump has good chance to win NC https://t.co/mhX5RRqUvv",FALSE,0,"mitchellvii",2016-10-22 08:25:15,FALSE,"789633494590906368","789744412792324096","17980523","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mojoman4Real",0,FALSE,FALSE,NA,NA
"10","RT @rachelheldevans: This is...horrific...and very common: The Price I<U+2019>ve Paid for Opposing Donald Trump https://t.co/LM1OLIs7EB",FALSE,0,NA,2016-10-22 08:25:15,FALSE,NA,"789744412733480960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kareninthailand",76,TRUE,FALSE,NA,NA
"11","RT @CNET: Donald Trump is stunningly vindictive, says Richard Branson https://t.co/msaqwG3xUI https://t.co/mhEim6sAjs",FALSE,0,NA,2016-10-22 08:25:15,FALSE,NA,"789744412599447552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","santtumikael",1,TRUE,FALSE,NA,NA
"12","Biden wishes he could take Trump 'behind the gym' over lewd comments https://t.co/Vhngo8q8Z5",FALSE,0,NA,2016-10-22 08:25:15,FALSE,NA,"789744412364460032",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","lathu",0,FALSE,FALSE,NA,NA
"13","I added a video to a @YouTube playlist https://t.co/iQ2vBeNXZ3 ivanka trump rememberable photoshoot as model",FALSE,0,NA,2016-10-22 08:25:15,FALSE,NA,"789744412247068673",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","aishaq1985",0,FALSE,FALSE,NA,NA
"14","RT @ddale8: Final fact-check totals for the three presidential debates: 

DONALD TRUMP: 104 false claims
HILLARY CLINTON: 13 false claims h<U+2026>",FALSE,0,NA,2016-10-22 08:25:15,FALSE,NA,"789744412225961984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","falIschirme",7969,TRUE,FALSE,NA,NA
"15","RT @USATODAY: Tell us how you really feel, Biden. https://t.co/o2JqAeYbqy",FALSE,0,NA,2016-10-22 08:25:15,FALSE,NA,"789744411378847744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kreager",23,TRUE,FALSE,NA,NA
"16","RT @HuffingtonPost: With nothing left to lose, Trump lashes out at Michelle Obama https://t.co/wdV7K4PJUp https://t.co/nelNbc0BZC",FALSE,0,NA,2016-10-22 08:25:14,FALSE,NA,"789744411039195136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RodrigezAnna",85,TRUE,FALSE,NA,NA
"17","RT @StephenKing: My newest horror story: Once upon a time there was a man named Donald Trump, and he ran for president. Some people wanted<U+2026>",FALSE,0,NA,2016-10-22 08:25:14,FALSE,NA,"789744410959482880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aaron_aplsauce",37011,TRUE,FALSE,NA,NA
"18","OPINI<U+00D3>N | Odio a Trump y a Farage pero sobre el libre comercio tienen algo de raz<U+00F3>n, por @chakrabortty https://t.co/yXd4zqwv5M",FALSE,0,NA,2016-10-22 08:25:14,FALSE,NA,"789744409411747841",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AlbertoLazcoz",0,FALSE,FALSE,NA,NA
"19","RT @StephenKing: My newest horror story: Once upon a time there was a man named Donald Trump, and he ran for president. Some people wanted<U+2026>",FALSE,0,NA,2016-10-22 08:25:14,FALSE,NA,"789744409113989120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kirasdarkside",37011,TRUE,FALSE,NA,NA
"20","RT @EroeSemantico: #DiMaio: ""Non mi esprimo su #Trump e #Clinton per non influenzare il voto degli americani"".
Gli americani: https://t.co/<U+2026>",FALSE,0,NA,2016-10-22 08:25:14,FALSE,NA,"789744408367366144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IndieCappato",8,TRUE,FALSE,NA,NA
"21","RT @CNNPolitics: Ex-chess champ Garry Kasparov: Russia is ""absolutely"" trying to elect Donald Trump https://t.co/YanRe7ljDB https://t.co/Sq<U+2026>",FALSE,0,NA,2016-10-22 08:25:14,FALSE,NA,"789744408031879168",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Ciocia",71,TRUE,FALSE,NA,NA
"22","RT @svdate: NEWS: Top Trump aide acknowledges privately that they are behind, and Clinton is in the lead.",FALSE,0,NA,2016-10-22 08:25:14,FALSE,NA,"789744407511728129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arembooks",37,TRUE,FALSE,NA,NA
"23","RT @MaxBoot: This is truly horrifying. This is what Trump has unleashed. https://t.co/g7QNjA7D5a",FALSE,0,NA,2016-10-22 08:25:13,FALSE,NA,"789744406832308224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HolyEarwig",737,TRUE,FALSE,NA,NA
"24","Trump sulmon Zonj<U+00EB>n e Par<U+00EB>: Gjith<U+00E7>ka q<U+00EB> po b<U+00EB>n <U+00EB>sht<U+00EB> fushata p<U+00EB>r Clinton | Gazeta SHQIP Online https://t.co/Sz4YruWl3t",FALSE,0,NA,2016-10-22 08:25:13,FALSE,NA,"789744403694911492",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","gshqip",0,FALSE,FALSE,NA,NA
"25","RelNews: Richard Branson: Trump vowed to destroy 5 people who refused to help him -Politico Magazine- https://t.co/s0uZA4x4AO",FALSE,0,NA,2016-10-22 08:25:13,FALSE,NA,"789744403355045890",NA,"<a href=""http://www.usa-news.net"" rel=""nofollow"">usanewsapp</a>","usarelatednews",0,FALSE,FALSE,NA,NA
"26","RT @LaurenWern: Trump has spent all of his adult life sticking it 2 hardworking small business owners by refusing 2 pay them in full https:<U+2026>",FALSE,0,NA,2016-10-22 08:25:12,FALSE,NA,"789744401845063680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DemocraticLifer",1205,TRUE,FALSE,NA,NA
"27","OK. When Hillary's jihadists will take over the EU &amp; US, when #Hillary 'll take us into the WW fucking III - just remember #Trump said Pu$$y",FALSE,0,NA,2016-10-22 08:25:12,FALSE,NA,"789744401220272129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WorldWarNoMore",0,FALSE,FALSE,NA,NA
"28","RT @_Makada_: Donald Trump in Fletcher, NC: Hillary's phony ads against me are all payed for by Wall Street and special interests!",FALSE,0,NA,2016-10-22 08:25:12,FALSE,NA,"789744399328555009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LawlessBorders",136,TRUE,FALSE,NA,NA
"29","The Art of the Rout: Another ""best seller"" from @realDonaldTrump #unfit #unhinged  https://t.co/1720YKpt4P",FALSE,0,NA,2016-10-22 08:25:11,FALSE,NA,"789744398292705280",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","henrydemone",0,FALSE,FALSE,NA,NA
"30","This week, Trump's Mexican border wall was visualised and his handwriting became a typeface https://t.co/QcbadlLY2i",FALSE,0,NA,2016-10-22 08:25:11,FALSE,NA,"789744397600555008",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","interiorfeed",0,FALSE,FALSE,NA,NA
"31","RT @JamilSmith: I wouldn't joke about my wife like Trump did last night about his. But it turns out that it wasn't even original. https://t<U+2026>",FALSE,0,NA,2016-10-22 08:25:11,FALSE,NA,"789744397265018881",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","zstollar",554,TRUE,FALSE,NA,NA
"32","RT @Mike3453Mike: The Oregon state ballot doesn't even bother with putting Trump on as a choice for president this year!! #trumptrain #maga<U+2026>",FALSE,0,NA,2016-10-22 08:25:11,FALSE,NA,"789744396363116544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TLRodriguez1093",291,TRUE,FALSE,NA,NA
"33","RT @RealAlexJones: Trump Devastates Hillary at Catholic Event - https://t.co/clfS2NdiTm https://t.co/qWqshb8dkU",FALSE,0,NA,2016-10-22 08:25:11,FALSE,NA,"789744395989950464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CurtisBoulton92",330,TRUE,FALSE,NA,NA
"34","@smoothkobra @wikileaks @DrDavidDuke Stay uninformed!!  Trump is going to save us from you and the Libs anyway https://t.co/j85F86YIKg",FALSE,0,"smoothkobra",2016-10-22 08:25:11,FALSE,"789626926533054464","789744395947876352","23031094","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LindaRockers",0,FALSE,FALSE,NA,NA
"35","Trump will make a preemptive strike on the constitution
Ammendments I, IX, XIV, XV, XXII, XXIII are the least favoured in trumpworld",FALSE,0,NA,2016-10-22 08:25:11,FALSE,NA,"789744395931181056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cardcounterswin",0,FALSE,FALSE,NA,NA
"36","Make America great by trashing the current president? This man is pure poison. https://t.co/i5qRTzndsd",FALSE,0,NA,2016-10-22 08:25:11,FALSE,NA,"789744395784425472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ste_Bar",0,FALSE,FALSE,NA,NA
"37","Trump gegen Clinton: ""Egal wer Pr<U+00E4>sident wird, von Deutschland wird auf jeden ... - FOCUS Online",FALSE,0,NA,2016-10-22 08:25:11,FALSE,NA,"789744395260092416",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","SapereTweets",0,FALSE,FALSE,NA,NA
"38","<U+2105> #Inc<U+26F9> These are the 4 (actually policy) issues Mark Cuban says Clinton and Trump need to discuss bartielouscott https://t.co/LCC3iIA9X8",FALSE,0,NA,2016-10-22 08:25:11,FALSE,NA,"789744395230806016",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","vrai777",0,FALSE,FALSE,NA,NA
"39","RT @so_mkb: - et l<U+00E0> Trump i mdi "" personne n'a + de respect pour la femme que moi "", j'<U+00E9>tais ko frero
- mdrr Clinton t une gamine Pk tu di<U+2026>",FALSE,0,NA,2016-10-22 08:25:10,FALSE,NA,"789744393716699136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ohlouisbae",3127,TRUE,FALSE,NA,NA
"40","The mainstream media is showing video of trump saying LOCKER ROOM TALK decades ago when Bill is still raping women &amp; Hillary abusing them!",FALSE,0,NA,2016-10-22 08:25:10,FALSE,NA,"789744393574047744",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Freedom_Must",0,FALSE,FALSE,NA,NA
"41","RT @michikokakutani: NY Daily News Editorial. Describes Trump as ""liar, thief, bully, hypocrite, sexual victimizer &amp; unhinged demagogue."" h<U+2026>",FALSE,0,NA,2016-10-22 08:25:10,FALSE,NA,"789744392907087872",NA,"<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","instantslave",222,TRUE,FALSE,NA,NA
"42","Video | El duro mensaje de Robert De Niro a Donald Trump &gt;&gt;&gt; https://t.co/4LHzL3qZHn #Hollywood",FALSE,0,NA,2016-10-22 08:25:10,FALSE,NA,"789744392462622721",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","notihoyweb",0,FALSE,FALSE,NA,NA
"43","RT @MaxBoot: This is truly horrifying. This is what Trump has unleashed. https://t.co/g7QNjA7D5a",FALSE,0,NA,2016-10-22 08:25:09,FALSE,NA,"789744389014822912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KeenanInerd800",737,TRUE,FALSE,NA,NA
"44","RT @RomenBorsellino: If you think Trump's mad about not winning an Emmy, wait until Baldwin wins one for playing him",FALSE,0,NA,2016-10-22 08:25:09,FALSE,NA,"789744388368896000",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TrumpsterTrash",168,TRUE,FALSE,NA,NA
"45","RT @HuffingtonPost: All the times Donald Trump definitely did not ""respect women"" during the debate https://t.co/PEkTdGtVnI https://t.co/Ai<U+2026>",FALSE,0,NA,2016-10-22 08:25:09,FALSE,NA,"789744388159275008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RodrigezAnna",47,TRUE,FALSE,NA,NA
"46","@nia4_trump @magnifier661 WeNowNeed-More-Careless?BO*ohwas-TrustedHill-W/-Benghazi-went2Vegas-4-A-Fund-Dinner&amp;neverEven<U+2714>Email-address<ed><U+00A0><U+00BD><ed><U+00B8><U+00A8>",FALSE,0,"nia4_trump",2016-10-22 08:25:09,FALSE,"789708279085723648","789744387874062337","704041886089084928","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ritageo52",0,FALSE,FALSE,NA,NA
"47","RT @siddharth3: They should try entering a Trump rally like that. https://t.co/xW4PmTh8W2",FALSE,0,NA,2016-10-22 08:25:09,FALSE,NA,"789744387773173760",NA,"<a href=""http://gplus.to/carbonandroid"" rel=""nofollow"">Carbon v2</a>","madmanweb",3,TRUE,FALSE,NA,NA
"48","* Warga Meksiko Sebut Trump Badut Berhidung Merah. https://t.co/D6Iur2lewi",FALSE,0,NA,2016-10-22 08:25:09,FALSE,NA,"789744386854662144",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Kanalmedia_",0,FALSE,FALSE,NA,NA
"49","Trump: 'All she wants to do is campaign': US Republican presidential candidate Donald Trump has launched a ra... https://t.co/NSh5jgaNWa",FALSE,0,NA,2016-10-22 08:25:09,FALSE,NA,"789744386477166594",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","YAHOOindonesian",0,FALSE,FALSE,NA,NA
"50","Salma Hayek claims Trump harassed her for a date then planted a nasty magazine story when she rejected him<U+2026> https://t.co/Zh3gVSdDE0",FALSE,0,NA,2016-10-22 08:25:08,TRUE,NA,"789744385864773632",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","ComradeMk",0,FALSE,FALSE,NA,NA
"51","RT @francin30104624: If Trump is ripped off. 1776 will commence again.",FALSE,0,NA,2016-10-22 08:25:08,FALSE,NA,"789744385743290368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lisatabella1963",1,TRUE,FALSE,NA,NA
"52","RT @CNNMex: REPORTAJE. Trump promete regresar los empleos a las f<U+00E1>bricas estadounidenses. Hay dudas de que lo logre https://t.co/iqaDIvDhgl",FALSE,0,NA,2016-10-22 08:25:08,FALSE,NA,"789744384489107456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Transnormada",3,TRUE,FALSE,NA,NA
"53","RT @natespuewell: Trump would make America unrecognizable https://t.co/50rPXVO873 via @knoxnews",FALSE,0,NA,2016-10-22 08:25:08,FALSE,NA,"789744384417882112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","edunwody",1,TRUE,FALSE,NA,NA
"54","RT @KellyannePolls: A RARE interview with campaign chairman Steve Bannon: Donald Trump is ""master of the head fake"" https://t.co/k5mP9Lq95v<U+2026>",FALSE,0,NA,2016-10-22 08:25:08,FALSE,NA,"789744383717433344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","enfingercolton2",1032,TRUE,FALSE,NA,NA
"55","RT @washingtonpost: ""The debates are over. Trump lost. But here<U+2019>s why he feels as if he won."" https://t.co/yUyW8j1vwC via @PostEverything",FALSE,0,NA,2016-10-22 08:25:08,FALSE,NA,"789744383541194752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EllenAustin4",39,TRUE,FALSE,NA,NA
"56","RT @so_mkb: - et l<U+00E0> Trump i mdi "" personne n'a + de respect pour la femme que moi "", j'<U+00E9>tais ko frero
- mdrr Clinton t une gamine Pk tu di<U+2026>",FALSE,0,NA,2016-10-22 08:25:08,FALSE,NA,"789744383365087232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MartheDaezz",3127,TRUE,FALSE,NA,NA
"57","RT @pamwallace: Donald Trump is in a funk: Bitter, hoarse and pondering, <U+2018>If I lose. . .<U+2019> - The Washington Post https://t.co/sPdiXpW9GF",FALSE,0,NA,2016-10-22 08:25:08,FALSE,NA,"789744383130230784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","markl280",1,TRUE,FALSE,NA,NA
"58","RT @AdamPlatt1999: Snowden is trying to help Trump, Putin's candidate. I'm shocked, shocked I say! https://t.co/OsAyNBo42o",FALSE,0,NA,2016-10-22 08:25:08,FALSE,NA,"789744382417207296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haylesatan",49,TRUE,FALSE,NA,NA
"59","* Warga Meksiko Sebut Trump Badut Berhidung Merah. https://t.co/5eiGJRNECP",FALSE,0,NA,2016-10-22 08:25:08,FALSE,NA,"789744382383579140",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Kilas_berita_",0,FALSE,FALSE,NA,NA
"60","Salma Hayek claims Trump harassed her for a date then planted a nasty magazine story when she rejected him<U+2026> https://t.co/cqjW234nsI",FALSE,0,NA,2016-10-22 08:25:08,TRUE,NA,"789744382257668096",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","ComradeMk",0,FALSE,FALSE,NA,NA
"61","RT @TJ800: @StephenKing Trump or treat, Mr. King, Trump or treat.",FALSE,0,NA,2016-10-22 08:25:08,FALSE,NA,"789744382127792128",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","BlackySmith",181,TRUE,FALSE,NA,NA
"62","#Trump In 'Closing Arguments' Trump To Reveal His Plan For First 100 Days As President https://t.co/8Bwe7CZOdo",FALSE,0,NA,2016-10-22 08:25:08,FALSE,NA,"789744381792321540",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","HydroElections",0,FALSE,FALSE,NA,NA
"63","RT @WDFx2EU7: And, Ben, we can't wait until @wikileaks takes out the @GOP also, we're not @GOP supporters, we're #Trump supporters. https:/<U+2026>",FALSE,0,NA,2016-10-22 08:25:07,FALSE,NA,"789744381490176001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CherylLynneRose",253,TRUE,FALSE,NA,NA
"64","RT @JaredWyand: Trump never mocked a disabled person. He's on video before making exact same gestures about Cruz

#StinkingRichFilms
https:<U+2026>",FALSE,0,NA,2016-10-22 08:25:07,FALSE,NA,"789744380940738561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DennisMaroules",743,TRUE,FALSE,NA,NA
"65","Salma Hayek no duda de los abusos sexuales de Trump: ""Me llam<U+00F3> para salir conmigo"" https://t.co/ARW4GaNp1p",FALSE,0,NA,2016-10-22 08:25:07,FALSE,NA,"789744380215164928",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Perdomo37",0,FALSE,FALSE,NA,NA
"66","RT @TEN_GOP: Trump has huge support from Latinos!

But the media will never show this! Spread online! https://t.co/xeSRwzIxHg",FALSE,0,NA,2016-10-22 08:25:07,FALSE,NA,"789744379665625089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vistanaudeus",640,TRUE,FALSE,NA,NA
"67","RT @WDFx2EU7: About that #AlSmithDinner, I told you so, #Trump did what he did on purpose, more people converting to @realDonaldTrump https<U+2026>",FALSE,0,NA,2016-10-22 08:25:07,FALSE,NA,"789744378474442752",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Andrea90907155",708,TRUE,FALSE,NA,NA
"68","RT @PJStrikeForce: In Agreement <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>
<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>Amen &amp; Amen
#Pray #Trump #Election #Polls <U+271D><U+FE0F>#BelieveInMiracles
.@realDonaldTrump 
#TrumpPence16 
https<U+2026>",FALSE,0,NA,2016-10-22 08:25:06,FALSE,NA,"789744377287487488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DebraJean43",209,TRUE,FALSE,NA,NA
"69","Trump is going to win because of Wikileaks..",FALSE,0,NA,2016-10-22 08:25:06,FALSE,NA,"789744376721334272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cle4Trump",0,FALSE,FALSE,NA,NA
"70","BREAKING: Trump Moves To File Charges Against Clinton! https://t.co/SS9cNCbJ8w",FALSE,0,NA,2016-10-22 08:25:06,FALSE,NA,"789744376184442880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","katbrepac",0,FALSE,FALSE,NA,NA
"71","Biden wishes he could take Trump 'behind the gym' over lewd comments https://t.co/9yCtMr5Ct3 https://t.co/NQo5a1NVh9",FALSE,0,NA,2016-10-22 08:25:06,FALSE,NA,"789744375676887040",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","tpoliticalworld",0,FALSE,FALSE,NA,NA
